Review,Cơ sở vật chất#Chất lượng,Cơ sở vật chất#Khác,Cơ sở vật chất#Không gian,Cơ sở vật chất#Vệ sinh,Nhân viên y tế#Chất lượng,Nhân viên y tế#Khác,Nhân viên y tế#Thái độ,Trải nghiệm chung#Chất lượng,Trải nghiệm chung#Giá,Trải nghiệm chung#Khác,Trải nghiệm chung#Không gian,Trải nghiệm chung#Thái độ,Trải nghiệm chung#Vệ sinh
"Bác sĩ Khám thì vừa khám vừa lướt điện thoại đọc tên thuốc cho DD đánh máy và in ra có sẵn chữ ký in sẵn. Khám qua loa nhưng sao lại chờ lâu như vậy, số chạy chậm như vậy. Do toang đưa người thân người nhà của nhân viên bệnh viện đó!",0,0,0,0,2,0,2,2,0,2,0,2,0
"Nhân viên tổng đài bệnh viện thiếu chuyên nghiệp .Không hỗ trợ bệnh nhân ,nói qua loa rồi cúp máy điện thoại .",0,0,0,0,0,0,2,0,0,0,0,0,0
"Bảo vệ mất dạy, bố đời, vô học, không phải con người!
Quy định của bệnh viện cũng thiếu nhân văn.
Ai đời bắt người nhà bế các bé ra ngoài cổng mới lấy đc đồ, trời thì nắng chang chang, mấy bé ko mệt vì bệnh mà mệt vì nắng.
Lãnh đạo bệnh viện nên xem lại quy định thăm nuôi, chứ thế này với để bảo vệ lộng hành như này thì chỉ có nát.
Hình dưới là thằng cha bảo vệ mất dạy (đầu hói- ko đội mũ), người nhà mình ra tới nơi rồi, kêu để mình vô đưa đồ ra thì nó bảo ""để bà bế cháu ra"". Trời thì nắng chang chang. Cha tổ mấy thằng bảo vệ.",0,0,0,0,0,0,2,0,0,2,0,0,0
dịch vụ tư vấn ok,0,0,0,0,0,0,0,3,0,0,0,0,0
Khuôn viên thoáng mát sạch sẽ . Nhân viên y tế nhiệt tình hướng dẫn và Chăm sóc bệnh nhân tốt. Chỉ mỗi riêng về bảo vệ mình đánh giá tầm 2 sao .  Giờ thăm ng bệnh có vô tình hỏi 1 anh bảo vệ nhưng anh ấy giải thích k hợp lý và có thái độ rất chi là khó chịu.mong bệnh viện nhắc nhỡ mấy anh bảo vệ  giải thích rõ hơn cho ng thăm bệnh được hiểu rõ hơn ...,0,0,1,1,1,0,2,2,0,0,0,2,0
"Nhanh chóng lịch sự ân cần
Không gian sạch sẽ khoa học
Đa khoa",0,0,0,1,1,0,1,0,0,0,0,0,0
Nhanh gọn lẹ . Giá cũng không rẻ .,0,0,0,0,0,0,0,1,2,0,0,0,0
"Rất tốt, chỉ thiếu mỗi chỗ đỗ xe ôtô.",0,0,0,0,0,0,0,0,0,1,0,0,0
"Bảo vệ chỉ dẫn nhiệt tình, không phải chờ khám lâu. Bác sỹ rất vui vẻ và kiên trì( với em bé) Sảnh chờ khoa khúc xạ rộng rãi, thoải mái. Chỗ lựa chọn gọng tại khu chơi khám khoa khúc xạ và 15A rất đông. Khám và đo khúc xạ nhanh. Tuy nhiên chờ lấy kiếng rất lâu do phải tìm từng người. Nếu ở Tỉnh xa nên lựa chọn gửi kính qua bưu điện.",0,0,1,0,0,0,1,0,0,1,0,0,0
bà bác sĩ nội già già không hiểu làm bác sĩ kiểu gì.ăn học ở đâu.quá trình học dạy ra sao mà ăn nói với bệnh nhân tệ cực kì mong bộ y tế vào cuộc chấn chỉnh bác sĩ ngay.khám qua loa.thua bác sĩ ở daklak xa,0,0,0,0,0,0,2,0,0,0,0,0,0
Tôi rất hài lòng với đội ngũ nhân viên bsi bên phòng khám,0,0,0,0,1,0,0,0,0,0,0,0,0
"Quá đông bệnh nhân. Cách làm việc không khoa học. Thủ tục quá rườm rà. Nhân viên làm lộn hồ sơ.
Không ưu tiên người cao tuổi.
Giá cả hợp lý.
Dịch vụ ok.",0,0,0,0,0,0,0,0,1,1,0,2,0
Mấy chị y tá dễ thương mà. Còn xách đồ phụ mình nữa. Nói chuyện nhỏ nhẹ .cười vui vẻ k quạo . Khu C lầu 3,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bệnh thì lấy thuốc càng ngày mình bệnh càng nặng . Không hiểu kiểu gì .
Còn thái độ bác sĩ thì thôi rr ạ , lồi lỗm thực sự chỉ biết biểu bệnh nhân chi tiền ra xét nghiệm đống tiền rồi còn thái đồ .
Bác sỉ có khuyên mình nên nhập viện , thì mình thấy cũng chỉ phát thuốc này nọ , với mình là sinh viên một thân một mình lên sài gòn trường còn xa chỗ khám nêm mình kh nhập viện đc, mình nói lý do dậy thù bavs sĩ tòng kiểu ""em mồ côi chame à"" cảm giác nói kh mấy chút thuện cảm đó ạ , rr e đừng gần thì biểu xít xít ra đuổi bệnh nhân như đuổi tà z ạ , còn kh giải thích rõ ràng bệnh của e cho e hiểu .
Dậy mà e tưởng bệnh viện cũng có tiếng. Nhưng mà nhìn lại từ cgaats lượng đến phục vụ thì thôi rr",0,0,0,0,0,0,2,0,0,0,0,0,0
"eo ôi, mới có ý định đi khám ở đây mà coi đánh giá muốn xỉu rồi. chưa thấy cái bệnh viện nhà nước nào mà lại bị đánh giá tơi tả như cái này.",0,2,0,0,0,0,0,0,0,0,0,0,0
"Very good, chất lượng phục vụ rất oke👍 …",0,0,0,0,0,0,0,1,0,0,0,0,0
"Bệnh viện tệ lắm mọi người ơi.... Khuyên đừng vào đây. từ người giữ xe đến bác sĩ, y tá quá tệ,, ko đáng được 1 sao..
À mà mấy con đánh giá 5 sao đa số là mấy thằng làm trong bệnh viện tự cho thôi
TAO SẼ LẬP 100 NICK cho mày 1* nhé",2,0,0,0,0,0,0,0,0,0,0,0,0
"Bác sĩ tài giỏi và tận tâm vì bệnh nhân, cơ sở vật chất rất tốt.",1,0,0,0,1,0,1,0,0,0,0,0,0
Không có chỗ đỗ xe,0,0,2,0,0,0,0,0,0,0,0,0,0
hài lòng về chất lượng phục vụ của bệnh viện,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tôi thường cùng công ty đi khám sức khoẻ định kì theo gói CTY được nhân viên phòng khám hỗ trợ rất nhiệt tình, bác sĩ tư vấn kĩ, nói chung mọi thứ đều tốt, chất lượng đi đôi với giá tiền. Sẽ quay lại khi có nhu cầu và giới thiệu cho mọi người",0,0,0,0,1,0,1,1,3,0,0,0,0
bệnh viện phục vụ tốt có uy tín với cả thiết bị đều tốt,1,0,0,0,0,0,0,1,0,0,0,0,0
"Chuyên môn tốt, dịch vụ nhanh",0,0,0,0,0,0,0,1,0,0,0,0,0
dạ nhân viên tận tình ạ,0,0,0,0,0,0,1,0,0,0,0,0,0
"Thủ tục xuất viện nhanh chóng, cảm ơn chị Tuyền ( khoa vi phẫu ) đã hỗ trợ em làm thủ tục nhanh chóng vì nhà em dứoi quê",0,0,0,0,0,0,0,0,0,1,0,0,0
"Bv giấy tờ hơi rườm rà tí nhưng thoáng, cũng sạch",0,2,1,0,0,0,0,0,0,0,0,0,0
"Xin phép được gọi vài nhân viên bệnh viện này là ""con"" vì có ăn học mà như chợ búa. Sáng đi khám bước vô con mẹ phát số mở hàng nạt nộ cái hết hồn, vô khám gặp con nhập tên thuốc giải thích kiểu trên đầu trên cổ nạt nộ, (sáng này nó làm phòng số 4) ngoài ra tất cả điều ok",0,0,0,0,0,0,2,0,0,0,0,0,0
DỊch vụ tốt hơi lâu,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bệnh viện quận thủ đức, các khoa giành bệnh nhân với nhau gây cản trở việc khám chữa bệnh và khó sự khó xử cho người bệnh và người nhà bệnh nhân khi đang nhập viện tại đó. Bảo vệ bệnh viện có thể học thức ít nhưng tuyệt nhiên không thể nói năng cư xử như dân giang hồ, mở miệng là chửi thề,  ví dụ như ngày 23/02/18 . Tôi có người nhà chạy thận trong bệnh viện.  Chốt giữ xe rất đông, nên các bác bảo vệ đã lùa 1 tóp mấy xe máy chở người chạy thận vào qua lối không quẹt thẻ xe trong đó có tôi và không hề có 1 giấy tờ gì cả.  Đến 10h tôi lấy xe ra mua cơm thì bị chặn lại mắc dù tôi đã giải thích mọi chuyện. Thế nhưng vẫn không được lắng nghe mà các anh cứ Nhảy xong vào miệng nói chuyện ngang như cua đòi tờ giấy.  Mà hỏi các bạn giấy gì?  Giấy ai cấp đây?  Nói năng vớ vẩn . Tôi đã kêu truy xuất lại camerra vào thời điểm đó là rõ ràng nhất nhưng cứ khăn khăn k chịu.  Vậy khỏi mấy anh bảo vệ đó muốn gì đây  ta???  Mấy anh miệng mồm đàn bà lắm.  Tôi im cái miệng tôi rồi mà mấy anh cứ oang oang như cái chợ chửi thề thì rõ to,  rồi có thằng áo trắng không biết từ đâu ra mà đòi nhào lại đánh nữa chứ.  Thiệt thách cái mạng nó đánh thử là cho đi tù ở vài tháng nhà nước nuôi luôn.  Học thức ít chấp nhận được nhưng đừng có miệng chửi thề để lại khẩu nghiệp.  Mà nhà nước cũng lạ, bệnh viện là thuộc trung tâm cộng đồng phục vụ dân mà mướn dân gian hồ thì hết nói luôn.  Mong bên phía bệnh viện cần có lớp traning luôn cả bảo vệ để họ ý thức được việc trách nhiệm của nhiệm vụ họ đang làm mướn làm thuê cho ai cho nhà nước đó nha.",0,0,0,0,0,0,2,0,0,0,0,0,0
"Phòng khám sạch sẽ, bác sĩ nhiệt tình, có khu vui chơi cho trẻ em, trời tháng 7 tuy mưa nhưng rất đông",0,0,2,1,0,0,1,0,0,0,0,0,0
"Thật thấy vọng với thái độ và cách làm việc của 1 bệnh viện được cho là tuyến cuối về nhi khoa . Chuyện là con gái mình có đến khám ở đây vì nghi cháu bi tay chân miệng đặt lịch trên app và được giới thiệu bác sĩ được gọi là chuyên môn về căn bệnh này , mặc dù đã đăng kí trước  nhưng vẫn phải chờ đợi và nhận lại thái độ của y tá rất khó chịu khi tôi hỏi về giờ khám , sau khi doi them 15p thì con tôi được vào  khám .bs kham qua loa và ko hề có 1 trao đổi gì ve tình trạng của cháu thì bs lại  cho kháng sinh về dùng với lời nhắc là tái khám sau 2 ngày nếu ko hết sốt  . Đáng lẽ ra nếu họ là người chuyên môn thì ít ra con mình phải được xét nghiệm máu để xem có thật là bệnh này hay ko . Nhưng ko họ chỉ kê đơn rồi cho về nhà theo dõi , với tình trạng sốt kéo dài của con mình nên mình rất lo , uống kháng sinh nhiều sẽ hại cho thận . Nên cho cháu đi khám bên ngoài và xét nghiệm lại 1 lần nữa thì lại ra cháu bị sốt xuất huyết và điều trị trong 6 ngày . Thử hỏi nếu cứ nghe theo lời bác sĩ Nhi đồng thì sức khoẻ của con tôi sẽ như thế nào ? Trong khi con bé chỉ mới 2 tuổi .",0,0,0,0,2,0,2,0,0,2,0,0,0
Phục vụ rất tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
thái độ quá kém lần này gặp bs tuấn ngọc thái độ quá tệ ... khám ăn tiền còn hơn khám dùm,0,0,0,0,0,0,2,0,0,0,0,0,0
"Sạch sẽ, nhân viên rất nhẹ nhàng, ân cần với bệnh nhân",0,0,0,1,0,0,1,0,0,0,0,0,0
"Đi trám răng theo diện bảo hiểm bảo lãnh. Mình từng đi cạo vôi răng ở 2 bệnh viện khác nhau, nha sĩ nào cũng nói có răng sâu cần trám, nhưng do chưa có thời gian và đk trám nên kéo dài đến giờ. Nay có bảo hiểm nên quyết định đến Hoàn Mỹ trám thì ở đây yêu cầu khám trước mới cho làm, lúc khám thì rất hời hợt, hỏi mình nhức chỗ nào rồi coi mỗi chỗ đó và nói răng mình không sâu không cần làm gì hết rồi kêu về và mình phải tốn mất 180k tiền khám",0,0,0,0,0,0,0,0,0,0,0,2,0
"Rông lơn,đa sô ngưoi sai gon đêu biêt...",0,0,1,0,0,0,0,0,0,0,0,0,0
"Sạch sẽ, thoáng mát.
Y Bác sỹ tận tình, chu đáo, tay nghề tốt",0,0,0,0,1,0,1,0,0,0,1,0,1
Dịch vụ ổn phòng khám sạch sẽ,0,0,0,1,0,0,0,1,0,0,0,0,0
Tuy lần đầu em vô bv này khám chữa bệnh thì thấy Các bs làm việc có tâm tốt . không ăn tiền của bệnh nhân. Phí bệnh viện đưa ra bao nhiêu chỉ thanh toán bao nhiêu đó. Ko phát sinh thêm .Nói chung là tốt. Nhưng kq ok hay ko thì chưa bt một tuần sau ra tái khám lại mới rõ ạ,0,0,0,0,0,0,1,0,1,0,0,0,0
bệnh viện nhân dân gia định rất tệ không hài lòng với bệnh nhân,2,0,0,0,0,0,0,0,0,0,0,0,0
Cơ sở vật chất tốt... Hiện đại,1,0,0,0,0,0,0,0,0,0,0,0,0
"dịch vụ tệ, lấy thêm tiền",0,0,0,0,0,0,0,2,2,0,0,0,0
Bệnh viện này tôi cho 5 sao,0,0,0,0,0,0,0,0,0,1,0,0,0
Bv quá đông. Nên chất lượng không đảm bảo.,0,0,0,0,0,0,0,2,0,0,2,0,0
"Ngày 13/5 mình có nhổ răng khôn tại Bệnh viện, nhổ răng theo diện được bảo hiểm sức khoẻ chi trả, chi phí nhổ răng là 2 triệu đồng, ngoài ra con có chi phí xét nghiệm máu, chụp xquang răng và CT răng tổng chi phí để nhổ 1 răng là 3.050.000 đồng. Khi ngồi chờ mình có nghe 1 Khách hàng lên kiếu nại là bác sĩ làm lộn răng, khi đi thang máy thì nghe ý tá trò chuyện với nhau là có 1 bác sĩ làm lộn răng cho khách nên khách lên chửi quá trời. Sau khi nhổ răng xong về cơ quan lại có người cơ quan nói là bệnh viện này hay bị vấn đề về làm lộn răng cho khách. Còn về phần mình sau thời gian 7 thì đi cắt chỉ và phát hiện là   vết thương khâu không dín vào nhau và hiện tại bây h mình phải chịu cảnh là 1 lỗ sâu ở hàm răng. Không biết cơ đâu mà được đánh giá là bệnh viên rang hàm mặt tốt nhất TP.",0,0,0,0,0,2,0,0,0,0,0,0,0
"Mình đưa vợ đi sinh tại bệnh viện này. Test pcr bsi báo kết quả nghi ngờ 2 ngày sau test lại...vợ sinh kêu a để phụ tá chăm sóc dùm. Nghĩ mà tức. Trình độ chuyên môn kém, ko đánh giá rõ ràng kết quá xetd nghiệm, làm ăn mập mờ. Thu tiền là nhanh",0,0,0,0,2,0,0,2,0,0,0,0,0
Quá đông nên dịch vụ không tốt,0,0,0,0,0,0,0,0,0,2,0,0,0
cũng ok và được lắm,0,0,0,0,0,0,0,0,0,1,0,0,0
Khu vực khám bệnh quá đông. Lấy số tt siêu âm từ 9h sáng mà phải đến chiều mới tới lượt làm.,0,0,0,0,0,0,0,0,0,2,0,0,0
"Dịch vụ tốt, cô điều dưỡng chăm sóc tận tình, chu đáo",0,0,0,0,0,0,1,1,0,0,0,0,0
"Không thể đt để đăng ký xin lịch khám, gọi ko được vì ko có người  trực đt, quá tệ, lần nào cũng vậy tới kỳ tái khám gọi đăng ký muốn cháy máy, bệnh viện làm ăn chán lắm.",0,0,0,0,2,0,0,0,0,0,0,0,0
"đông đúc, k dc gui xe qua đêm, phải qua bên gia định",0,0,0,0,0,0,0,2,0,0,0,0,0
Có dấu vân tay thay đổi ko mà cũng mặt nặng mặt nhẹ . Làm giấy xuất viện thì ngồi đợi mõi người ra . Có mỗi tờ giấy mà làm 1 ngày cũng ko xong . Nhà vệ sinh hôi ko tả đc . Người thăm.nuôi thì nằm từ cầu thang ra sãnh lớn rồi tới gốc cây . 🤣🤣🤣🤣🤣,0,0,0,2,0,0,0,0,0,2,0,0,0
"Đa khoa,  thiết bị tân tiến.",1,1,0,0,0,0,0,0,0,0,0,0,0
"Khuôn viên Bệnh viện nhi đồng 2 khá nhiều cây xanh, không khí mát mẻ, một không gian tốt lành hỗ trợ tốt cho việc điều trị nội trú cho bệnh nhân nhi và người nhà chăm sóc các bé.
Tuyệt vời. Great thanks bệnh viện, đội ngũ y bác sĩ, y tá, nhân viên.
Đặc biệt cảm ơn các mạnh thường quân, các tổ chức công tác xã hội, thiện nguyện...mỗi ngày đều tặng thực phẩm cho bệnh nhân và người nhà.
Phải ở trong đây chăm con hơn 10 ngày mới thấy được cái khổ của người nhà và các bé, cái tâm và đức của bác sĩ, y tá,nhân viên bệnh viện và cái đẹp chân thiện mỹ của các tổ chức xã hội, các tổ chức thiện nguyện trong ngoài nước.
Mình chỉ là Người ghi nhận lại!
Great thanks!",0,0,1,0,1,0,1,0,0,0,0,0,0
"Bệnh viện lớn, quy mô, mà dịch vụ còn rất tệ,bắt bệnh nhân đợi quá lâu.",1,0,1,0,0,0,0,2,0,2,0,0,0
"Mình biết Hoàn Mỹ có giá dịch vụ cao hơn bình quân các bệnh viện khác nhưng vẫn đến thử vì hy vọng dịch vụ tốt hơn. Nhưng thực tế không tốt hơn bao nhiêu, đúng là có vắng hơn các bệnh viện thông thường nhưng phần tư vấn rất cho có.",0,0,0,0,0,0,0,0,0,2,0,0,0
BV nhi đồng lúc nầy đang xây dựng thêm mấy lô nữa để đáp ứng nhu cầu ngày càng đông của bệnh nhi. BV nầy ybác sỉ rất tận tâm và đạo đức tốt. Có con em bị bệnh đến đây rất yên tâm.,0,0,0,0,0,0,1,0,0,0,0,0,0
"Đăng ký khám vip 300k là hành động ko thông minh mà m đã làm phí tiền dịch vụ quá kém , bác sĩ cũng kém , khám ở đây xong lại phải ra phòng khám khác khám ko nên ghé mất thời gian và tiền bạc",0,0,0,0,0,2,0,0,0,2,0,0,0
Chất lượng phục vụ tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
"Cơ sở vật chất tốt, hiện đại. Quy trình khám bệnh khoa học và kỹ càng. Vào đây được bác sỹ nói chuyện lịch sự chứ k nói trống không như các bv khác.
Hầm giữ xe nhỏ quá, đã làm tới 2 tầng thì sao không làm hẳn 4, 5 tầng luôn. 2 tầng này bác sỹ để là hết chỗ luôn rồi.",1,0,2,0,0,0,1,1,0,0,0,0,0
tôi không đánh giá về cơ sở vật chất. tôi đánh giá về thái độ phục vụ của y bác sĩ. hách dịch . vô lễ với người già. tôi có những video quay lại.,0,0,0,0,0,0,2,0,0,0,0,0,0
"Bênh viện mẹ gì toàn lũ bác sĩ làm ăn éo có tâm , khám qua loa cho có mẹ cứ như vào đây làm là mỗi bác sĩ sẽ đc trang bị 1 đôi mắt thánh toàn là nhìn và nhìn kèm theo đó là cái mồm khá lanh lợi như bà đồng phán e bị ghẻ, dị ứng xà bông, dị ứng máy lạnh làm da ẩm các kiểu vv ..vv... Rồi thêm mấy chị y tá tính tình cọc cằn quá hỏi có tí mà xổm cái mồm lên mà quát to :)) quay lại với bác sĩ :)) khám xong ghi cho đơn thuốc xuống mua chai thuốc 2,3 trăm ngàn tưởng bôi vào hết nào ngờ nhiều hơn quay lại khám thì nhăn mặt cau mày bảo do e k giữ kỹ để dị ứng phải những cái mà a nói lúc trc với e :)) mẹ sợ thật mốt éo vào đây khám nữa tha t :)))",0,0,0,0,0,0,2,0,0,2,0,0,0
"Từ y tá đến bác sĩ ăn nói thô lỗ, trình độ đến thế mà cư xử chán không thể tả, nhà vệ sinh như nhà hoang, dơ dáy bẩn thỉu, cửa vệ sinh thì hư hỏng ko sửa chữa, bệnh viện có tiếng mà thất vọng vô cùng.",0,2,0,2,0,0,2,0,0,0,0,0,0
"Thái độ bác sĩ lòi lõm hách dịch khinh người, trên toa thuốc ghi người phê chuẩn là bác sĩ Dương Thanh Tùng nhưng không chắc người nói chuyện với mình có phải ông đó không, vì có cơ hội nói gì đâu, bỏ ra gần 1trieu khám cho người nhà, vừa mở miệng định hỏi rõ bệnh như nào thì bị hét vào mặt “kêu đi đóng tiền thì đi đi chứ hỏi gì”, xong lúc quay ra mình đi hơi chậm vì nhìn vào tờ giấy, vì mình muốn biết rõ người thân mình bị gì, thì ổng lại hách dịch lần 2, nói với cái giọng đầy mỉa mai “đọc không hiểu gì đâu mà đọc, cầm tờ giấy này về rồi làm y như vậy là giúp rồi, đừng có đọc đọc không hiểu gì đâu” 😀. Bác sĩ ở đây bị trả lương thấp quá nên cọc à? Bệnh viện xem xét tăng lương cho người ta đi nhé!",0,0,0,0,0,0,2,0,0,0,0,0,0
"Nhập viện không có giường nằm , bầu mới mỗ không có giường nằm, ghế sếp cũng không có bắt ngồi ngủ hả ….lương tâm để đâu rồi",0,0,0,0,0,0,0,0,0,2,0,0,0
"Lần đầu trong đời người lính em được đi trải nghiệm hết các tuyến bệnh viện trong Quân đội, và đây là tuyến cuối cùng ở bệnh viện 175 lớn nhất tại Việt Nam. Em ở đây, cái lầu xây mới này tận hơn 2 tháng trước khi xuất ngũ. Em xuất ngũ năm 2/2021. Cho nên em có những đánh giá như sau. Anh/chị nào có đọc được thì chắc nghĩ là đội ngũ PR cho bệnh viện quá. Haha. Từ ngữ, câu văn em được huấn luyện và làm việc cùng Chính trị viên Tiểu đoàn xuyên suốt trong những năm nhập ngũ, nên được trau dồi rất nhiều. Tuy nhiên, không biết là có phù hợp với đời thực bên ngoài hay không.

Em chỉ muốn mọi người thấy được chi tiết một chút về bệnh viện. Chớ còn đánh giá hời hợt thì em không làm như vậy.

🔥 Bệnh nhân, người nhà bệnh nhân sử dụng điện thoại. Khi ngủ phải cất cẩn thận. Vì nếu cửa không khoá sẽ có trộm vào lấy. Và thậm chí là người trong phòng nửa đêm lấy. HÃY THẬN TRỌNG!

🆓 Wifi. Cơm từ thiện. Nhiều góc chụp hình rất đẹp.

🏦 Có các ATM trực tiếp bên trong. Rất tiện lợi mà còn an toàn.

Đối với không gian chung: máy lạnh mát từ cửa vào các phòng khoa. Vệ sinh luôn trực và dọn dẹp sạch sẽ mọi lúc.

Còn về dịch vụ: các bà con, ông bà cô chú cậu mợ dì thím anh chị mới vào sẽ NGÁO luôn vì rất nhiều phòng khoa, khám, xét, soi, đủ các ngõ. Dễ lạc lắm chứ không đùa vì nó rộng dã man. Thủ tục thanh toán tiền làm khá nhanh. Lúc em tái khám đi dịch vụ làm xẹt xẹt là xong. Khám thì chờ bóc số rồi vào thôi. Không có gì phải than phiền.

An ninh tuy có các camera quan sát mọi nơi. Nhưng đồ cá nhân thì phải thật sự cẩn thận.

🌟 Về phòng bệnh, giường, vệ sinh, Wifi, không gian...:

— Phòng vệ sinh công cộng: tuỳ vào mỗi góc, khoa mà sạch sẽ khác nhau. Đông nhất là nhà vệ sinh gần lỗi cấp cứu. Ở đây khá là dơ. Dơ nhất trong các phòng em đã đi. Riêng phòng nam thôi. Còn phòng nữ chỗ này em chưa vào. Các phòng khác em có xem qua thì sạch sẽ ạ. Anh chị nào mắc ỉa thì rán nín một tí TẦNG 1 ạ. Ỉa thơm thoa, tắm mát lạnh luôn. Chỗ thang cuộn đi lên quẹo tay phải là gặp WC ngay.

— Phòng vệ sinh (phòng tắm): có máy nước nóng, vòi sen cực xịn xò, nước bắn rất nhuyễn, tắm rất sướng, anh/chị nào thích kiểu mát-xa có thể bật nước mạnh lên rồi quay lưng cho nó bắn vào như kim chích chích nhè nhẹ trên lưng sướng dữ lắm. Chính vì vậy, mà mỗi lần tắm em đều đợi mọi người trong phòng tắm xong rồi mình tắm. Haha. Gương, kính, bồn cầu, đều được chùi sạch sẽ. Mà riêng cá nhân em là bộ đội nên việc giữ vệ sinh nhà vệ sinh là cực kỳ quan trọng. Tự em thấy dơ thì chùi luôn.

— Phòng bệnh: mỗi phòng năm giường hiện đại, ga giường được đổi mỗi ngày. Cảnh quan xung quanh lúc nắng chiếu lung linh, cây xanh mét. Buổi sáng rất thoáng mát. Cửa sổ dạng kiểu căn hộ. Anh/chị nào sống ảo chộp góc với cửa sổ thì chẳng ai biết là bệnh viện cả. Có các tủ đồ chung, tủ đồ riêng gọn gàng, tiện nghi, dễ di chuyển. Cái tủ này sạch sẽ hay không do mỗi người bệnh. ^^

🚀 KHÔNG CÓ CHỖ PHƠI ĐỒ ĐẠC. NHỜ CÁC CÔ LAO CÔNG GIẶT ỦI CỰC SẠCH VÀ THƠM THO Ạ.

— Không gian khoa bệnh: rộng rãi thoáng mát, sạch sẽ, có cả không gian công viên ở giữa tầng, có thể thoải mái hóng gió ngắm hoàng hôn. Mỗi khoa sẽ có một cách bố trí, trang trí khác nhau.

— WIFI: Tầng 9 wifi cực mạnh, ngoài ra còn được ngắm hoàng hôn mỗi chiều xuống rất là thơ mộng. Mỗi ngày sẽ có một màu hoàng hôn khác nhau.

— Các tiện nghi: có các máy bán nước tự động, đưa tiền vào rồi chọn nước uống thôi ạ. Giá rất phải chăng. Buổi sáng đến chiều thì tầng trệt có bán các bánh đồ ăn, nước uống linh tinh. Ngoài ra, còn có các máy nước lọc nóng, lạnh MIỄN PHÍ.

👋 Dưới đây là một phần trải nghiệm của em thôi. Lúc nào nhớ thêm gì thì em sẽ viết chỉnh sửa thêm. Cảm ơn mọi người đã đọc.",1,0,0,1,0,0,0,0,0,0,1,0,0
Ngồi chờ thăm khám không thoải mái lắm...,0,0,0,0,0,0,0,2,0,0,0,0,0
"Phong dịch vụ thì cao Lưu trú dài ngày làm sao chịu nổi , còn phòng thường thì 3 bốn bé nằm 1 giường làm sao các cháu ngủ, còn người thân thì nằm vật vờ ko biết là hết bệnh hay là lây thêm bệnh, tiền phòng thì vẫn lấy như thường không giảm, mà 3 ,4 e một giường , bệnh viện lời quá luôn rồi, mong bệnh viện xem xét",0,0,0,0,0,0,0,0,2,0,0,0,0
"Trang trí rất thoải mái, làm cho mình  không có cảm giác giống như khi đến bệnh viện. nice",1,0,0,0,0,0,0,0,0,0,0,0,0
"Bệnh viện có quy trình hợp lý. Một góp ý là Bv nên có App đánh giá độ hài lòng, thay vì gắn Bảng ở phòng khám. Mình được khám bởi Bs Đoàn Văn Lợi Em, mức hài lòng Trung bình. Đây là mức thấp nhất từ khi mình bắt đầu khám ở Bv cách nay 2 năm. Mình không sử dụng bảng đánh giá được vì BN khác đang ngồi phía trước bảng.",0,0,0,0,0,0,0,0,0,3,0,0,0
"Mình đi khám răng chủ nhật nhung thiếu bác sĩ khám, phải đợi quá lâu mới gặp được bác sĩ, bệnh viện tư mà để chờ còn lâu hơn xếp hàng khám trong bệnh viện công. Bác sĩ khám qua loa vội vàng cho xong",0,0,0,0,2,2,0,0,0,0,0,0,0
"Nói chung bệnh viện thì OK , còn chỗ giữ xe thì rất tệ nhân viên nhà xe có thái độ côn đồ , chử khách còn muốn đánh khách nữa",1,0,0,0,0,0,2,2,0,0,0,0,0
Giá cả thuốc ở đây khá ok.tuy nhiên tốt nhất đến các bệnh viện chuyên ngành,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nhân viên hướng dẫn tận tình, bs chu đáo và thân thiện. Thích nhất bác sĩ An khám răng. Thủ tục được làm nhanh và thoải mái",0,0,0,0,0,0,1,1,0,0,0,0,0
"Bv Đại học y dược rất tốt trong khám với các bác sĩ lâm sàn và cận lâm sàng chuyên môn cao.
Manam.vn-Đối tác y tế toàn cầu, hỗ trợ tư vấn khám và chữa bệnh ở nước ngoài. Đại diện chính thức các bệnh viện chuyên khoa danh tiếng hàng đầu tại Nhật bản, Hàn quốc, Singapore, Malaysia, Thái Lan. Dịch vụ minh bạch chi phí rõ ràng.",1,0,0,0,1,0,0,1,0,0,0,0,0
"đông quá! bãi xe máy đi xa quá, bv có xe điện mà chờ hoài không thấy",0,0,0,0,0,0,0,2,0,0,0,0,0
Cha tôi vừa qua phẫu thuật với sự tận tình y Đức của các bác sĩ,0,0,0,0,0,0,1,0,0,0,0,0,0
Quá đông.,0,0,0,0,0,0,0,0,0,0,2,0,0
"khám thì nhanh mà lấy thuốc đến khi về nhà kiểm tra thì bị thiếu, ko biết khiếu nại ai bi giờ 🥹🥹",0,0,0,0,0,0,0,0,0,2,0,0,0
Chất lượng tốt :),0,0,0,0,0,0,0,1,0,0,0,0,0
"Sạch sẽ, hiện đại, uy tín",0,0,0,0,0,0,0,1,0,0,0,1,1
"Cảm ơn Bác sĩ  Sơn  và Điều dưỡng Trang ,Mai đã chăm sóc tận tình.",0,0,0,0,0,0,1,0,0,0,0,0,0
