Review,Cơ sở vật chất#Chất lượng,Cơ sở vật chất#Khác,Cơ sở vật chất#Không gian,Cơ sở vật chất#Vệ sinh,Nhân viên y tế#Chất lượng,Nhân viên y tế#Khác,Nhân viên y tế#Thái độ,Trải nghiệm chung#Chất lượng,Trải nghiệm chung#Giá,Trải nghiệm chung#Khác,Trải nghiệm chung#Không gian,Trải nghiệm chung#Thái độ,Trải nghiệm chung#Vệ sinh
"Chất lượng tốt, nhân viên vui vẻ nhiệt tình.điều trị hiệu quả.Phải chi có chỗ để xe oto cho bệnh nhân điều trị dài ngày,giá cả ok nữa thì trên tuyệt vời.Ở tỉnh khác lên kiếm chỗ đậu oto khó khăn và giá cắt cổ nữa.Hy vọng tương lai BV sẽ có đc điều này",0,0,0,0,1,0,1,1,0,0,0,0,0
"Ba mình điều trị U gan Khu D Chợ rẫy... phòng bệnh rất ok, khuôn viên dưới có bán đầy đủ nên mn thăm nuôi hay nhập viện ko càn mang đồ nhiều... mk biết sớm là đã ko vất vả rồi... giá cả rẻ như bên ngoài. 1 vài hình ảnh tham khảo. Nhân viên thu ngân phingf kế toán rất chi là xấu tính 😞",0,1,0,0,0,0,2,0,0,0,0,0,0
"Khoa Thần kinh và xương khớp ở đây điều trị rất tốt.,",0,0,0,0,0,0,0,0,0,2,0,0,0
"Mua thẻ khám bệnh, như thẻ debit ngân hàng vậy. Khám thiéu tiền trong thẻ thì đi mua thêm. Dịch vụ thì vẫn vậy thôi, đông và chậm.",0,0,0,0,0,0,0,0,0,2,0,0,0
"Bệnh viện lúc nào cũng đông, bãi xe ôtô còn hạn chế",0,2,2,0,0,0,0,0,0,0,0,0,0
"Phục vụ tốt, chất lượng cao",0,0,0,0,0,0,0,1,0,1,0,0,0
Nguyên cái bệnh viện lớn mà hok có nỗi 1 miếng băng keo cá nhân,0,0,0,0,0,0,0,0,0,2,0,0,0
Đội ngũ y bác sĩ tại đây rất ân cần tận tụy chăm sóc cho các bệnh nhân,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bênh viện làm việc có trách nhiệm, phục vụ tận tình.",0,1,0,0,0,0,0,0,0,0,0,1,0
Thất vọng khí thông tin phi nhung được bệnh viện cũng cấp thông tin mà nguyên tắc người thân mới được biết. Làm lộ thông tin tran làng trên mạng xã hội khi được một người xác định bệnh viện cũng cấp rất rất rất nặng .,0,0,0,0,0,0,0,0,0,2,0,0,0
Chất lượng phải gọi là tốt nhưng bệnh viên quá đông,0,2,0,0,0,0,0,1,0,0,0,0,0
Đội ngũ y bác sĩ lành nghê,0,0,0,0,1,0,0,0,0,0,0,0,0
Một trong những Bệnh viện chuyên sâu tốt nhất ở Khu vực Phía Nam,0,1,0,0,0,0,0,0,0,0,0,0,0
Bệnh viện tốt nhất phía Nam.,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bảo vệ giữ xe khá là khó chịu.
Bệnh viện siêu đông. Dù đi sớm cỡ nào thì vẫn đông.
Bác sĩ khám qua loa, chủ yếu là hỏi bệnh chứ không phải là khám bệnh. Nhưng bù lại cho thuốc rất tốt.
Do vậy mà mình đi khám bên ngoài lấy kết quả vào đưa bác sĩ cho thuốc.
Sau đó lấy toa đó đi mua thuốc bên ngoài, vì nhà thuốc bệnh viện cũng rất đông.",0,2,0,0,2,0,2,1,0,0,0,0,0
bác sỹ tốt bảo vệ không tốt,0,0,0,0,2,0,1,0,0,0,0,0,0
binh vien con nhieu kho khan vi thieu kinh phi nhu van la con chim dau dan cua phai nam trong kham va dieu tri binh .very good...,0,1,0,0,0,0,0,0,0,1,0,0,0
"Bác sĩ rất đáng yêu, chuyên môn tuyệt hảo, hìa nhã dễ mến, tận tâm, y tá nhẹ nhàng, đáng yêu.",0,0,0,0,1,0,1,0,0,0,0,0,0
"Nơi buồn bã và hao tốn nhung tôi vẫn like cao  , vì những y bác sĩ vân đang cống hiến",0,0,0,0,0,0,1,0,0,0,0,0,0
"Ra và vào được nhóm bv hướng dẫn mặc dầu không tận tình lắm nhưng tốt hơn nhiều các bệnh viện khác,đậu xe đợi người bệnh ra,cũng đươc ưu ái 5,3 phút",0,0,0,0,1,0,0,0,0,0,0,0,0
Nhân viên chưởi bệnh nhân như con nó đẻ vậy. Thái độ làm việc rất tồi,0,0,0,0,0,0,2,0,0,0,0,0,0
Chất lượng tạm được. Lao công cọc quá. Ng già hỏi nhẹ nhàng vậy cũng nói nặng nhẹ.,0,0,0,0,0,0,2,3,0,0,0,0,0
"Bệnh viện lớn nhưng làm việc thiếu chuyên nghiệp, tác phong mấy cô y điều dưỡng khi tiếp nhận bệnh nhân cấp cứu vô cùng ""Mất Dạy"", Bảo vệ thì ăn nói bố láo như côn đồ vô học, Không tôn trọng bệnh nhân và người bệnh.",2,0,0,0,0,0,2,0,0,0,0,0,0
Bệnh viện hiện đại điều trị nội trú rất tốt,1,0,0,0,1,0,0,0,0,0,0,0,0
"giá cả cạnh tranh,phục vụ oki,dịch vụ hậu mãi tốt,nơi đáng để đặt niềm tin",0,0,0,0,0,0,0,1,3,1,0,0,0
"Trải nghiệm 1 tháng tại bệnh viện. Lượng bệnh nhân ra vào hàng ngày rất đông. Nhưng tổ chức rất tốt nhanh chóng. Đặc biệt đội ngũ y Bác Sĩ rất giỏi chuẩn đoán chính xác, dự đoán tình trạng bệnh rất chuẩn. Rất tin tưởng bệnh viện. Bác sĩ tư vấn và trả lời nhiệt tình cho người nhà.",0,0,0,0,1,0,1,1,0,1,0,0,0
Tuyến trung ương nên đôi khi k thể nào ân cần đc nhưng đôi khi cug hơi buồn vì có nhiêu bs va dd hỏi k tl nổi 1 cau nhưng quát thì rõ to.kể cả họ đáng tuổi ông bà chứ đừng nói me cha.nhiêu khi muốn hỏi j cũng nhìn cái sắt thái xem ntn mới hỏi con k thì thôi im luôn cho nó lành.,0,0,0,0,0,0,2,0,0,0,0,0,0
"- Bệnh viện lớn mà chuẩn đoán bệnh đơn giản cũng ko ra.
- Gửi các bác sĩ khoa Ngoại thần kinh bệnh viện Chợ Rẫy, bs Khang, bs Phan Quang Sơn, bs Nguyễn Đình Tùng, bs Võ Tấn Sơn...
- Ca bệnh về 'tật lồng đáy sọ/nồng chẩm cổ/mỏm nha C2 nhô cao gây hẹp lỗ chẩm"" các bác sĩ lại chuẩn đoán là ""trật C1C2"" sau đó phấu thuật ""làm cứng chẩm cổ"" làm cho bệnh nhân tình hình càng ngày càng tệ.
- Các bác sĩ nên xem lại cái tâm của mình trong chuẩn đoán cũng như điều trị, sai lầm của các bác sĩ thật không thể chấp nhận được!",0,0,0,0,2,0,0,0,0,0,0,0,0
Chu đáo . ân cần . nhiệt tình,0,0,0,0,0,0,0,0,0,1,0,0,0
Tôi thật sự hài lòng với trải nghiệm ở đây!!!,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bệnh viện nào cũng có sai sót hết, nhưng thấy mà k sửa, bảo vệ thì rất tuân thủ nhiệm vụ nhưng 1 trong số đó ăn nói k có lịch sự gì hết, lên đây mấy lần dẫn người thân đi khám với cấp cứu, điều như vậy cả,k biết bệnh viện có cho mấy a này học lại cách ăn nói k nữa, thứ 2 người ta cấp cứu nằm trên băng ca biết cái gì, chỉ người thân đẩy chỗ khác có sau đâu, lại rồi kéo băng ca đẩy đi vô bứt tường tí nữa là gãy ngón tay rồi,k có quan sát j hết. Thứ  3 bệnh viện nói cách ly chỉ cho 1 người nuôi bệnh mà sau bán vé số với cả người phát tờ rơi lên dc hay thiệt",0,0,0,0,0,0,2,0,0,0,0,0,0
"Khám lần đầu chưa biết trình độ bác sĩ như thế nào nhưng thái độ tệ hết mức, ngừoi ta đau ốm mới đi khám mà, đợi thì không nói đi, đông thì phải chịu, nhưng  đến khi vô tới nơi gặp điều dưỡng mà họ không hướng dẫn gì cả, hỏi có 1 tí mà chửi ngừoi ta từ trên đầu chửi xuống, mặt ai nấy đều nhăn như cái dẻ, vô gặp bác si thì họ coi siêu âm xét nghiệm cái lại đuổi ra, k 1 lời hỏi han hay giải thích bệnh tình, vô bệnh chưa có gì chứ về tinh thần là tức muốn chết rồi",0,0,0,0,0,0,2,0,0,0,0,0,0
"Bác sĩ đối với bệnh nhân rất tốt ,riêng điều dưỡng Dương Thị Thuỳ Trang ,nói chuyện rất khó nghe,bệnh nhân hiển thị số trên màn hình rất lâu ,vô chờ ko cho khám (người lớn tuổi),nhưng đến khi người nhà lại hỏi thì thái độ rất khó chịu ,và nói chuyện hằn học ,nhưng khi thấy trai trẻ thì vui vẻ tiếp chuyện cho khám mặc dù số sau .Ko hiểu sao nhân viên 1 bệnh viện lớn lại có cách cư xử như vậy",0,2,0,0,0,0,2,0,0,0,0,0,0
Mẹ mình bị tai nại vô lúc 8h mà 1h sáng chưa làm j hết bảo vệ thì khó khăn k cho vô lấy lý do covich này nọ nằm hoài k ai ngó đến mà đầu bị bể thì k băng chân bị gãy k bó bột cho nằm hoài vậy,0,0,0,0,0,2,0,0,0,0,0,0,0
Quá tải . Chậm . Thứ 3 mà bắt đầu khám từ 8h30 tới 15h chưa xong,0,0,0,0,0,0,0,0,0,2,0,0,0
Y tá phòng hồi sức cấp cứu khó chịu,0,0,0,0,0,0,2,0,0,0,0,0,0
Tại sao bệnh nhân bắt buộc phải xét nghiệm covid mới được nhập viện mà người nuôi thì không.? Chỉ người bệnh có nguy cơ nhiễm covid người nuôi bệnh không nhiễm sao? Khu xét nghiệm covid 8h mới vó bs và 16h là nghỉ rồi nha mọi người. Bv tòa nhà E nói chuyện rất láo. Có quen dc lên nha mọi người ơi,0,0,0,0,0,0,2,0,0,0,0,0,0
Tuyệt vời,0,0,0,0,0,0,0,0,0,1,0,0,0
Mọi thứ khá hiện dại bs nhã nhặn. Phục vụ tốt. Dưới đây là hình ảnh mà có thể anh chị em cô chú sẽ cần khi mới đến với bv.,0,1,0,0,0,0,1,1,0,0,0,0,0
BV chợ rẫu đợt này có nhiều thay đổi làm nghiêm túc hơn và an toàn hơn,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bệnh viện lớn , khám bệnh quá tải, đông quá đông quá đông rồi, chen lấn chen chút tạo điều kiện cơ hội cho rạch móc túi. Một ngày xảy ra không biết bao nhiêu vụ móc túi, nạn nhân nhiều là phụ nữ. Bọc nhiều tiền thì mất nhiều , bọc ít thì mất ít.  Bệnh viện nên camera ở trần nhà chằn chịt như ngân hàng thì may ra phát hiện đc tội phạm. Chứ camera chỗ này một góc, chỗ kia một góc thì không ăn thua.",0,0,1,0,0,0,0,0,0,2,0,0,0
Nên có bộ phận quản lý đội ngũ xe ôm chèo kéo khách,0,0,0,0,0,0,0,0,0,2,0,0,0
Chuyên nghiệp,0,0,0,0,0,0,0,0,0,1,0,0,0
Bệnh viện tuyến Trung ương đặc biệt quan trọng ở Phía Nam VN,0,1,0,0,0,0,0,0,0,0,0,0,0
"Thủ tục hành chính phức tạp, chậm chạp, thiếu sự chăm sóc quan tâm của nhân viên y tế, mọi bệnh nhân nên cân nhắc kỹ khi chuyển viện tránh lẵng phí tiền bạc , thời gian quý báu của mình. Hãy tin tưởng vào các bệnh viện tuyến đàu, họ có kỹ năng và máy móc nhưng họ không có tâm với người bệnh",0,0,0,0,1,0,2,0,0,2,0,0,0
Chuyên môn bác sĩ cao. Nhưng do quá tải. Cơ sở vật chất xuống cấp.đi nuôi bệnh chỉ tối đa 1 người ak.quá đông.gửi xe qua đêm ngoài trước bệnh viện xe máy 30k.,0,2,0,0,1,0,0,0,0,0,0,0,0
"Chuyên môn rất cao, nhưng quá tải nên phải chờ đợi lâu.",0,0,0,0,0,0,0,1,0,0,0,0,0
"Khám tốt thật nhưng khám dịch vụ bình thường thì không nên đi vì quá rườm rà, làm việc hơi ẩu và thời gian chờ khá lâu, nhiều người đi từ sáng sớm mà ở tới tận chiều khám chưa xong",0,0,0,0,0,0,0,0,0,2,0,0,0
"Nhân viên phòng 21 làm việc thiếu trách nhiệm, quan liêu. Đề nghị lãnh đạo bệnh viện xem xét, cải thiện thái độ, phòng cách làm việc của nhân viên.",0,0,0,0,2,2,0,0,0,0,0,0,0
"5K Bịnh viện thực hiện không tốt khi người đi khám bịnh vai kề vai,hình ảnh đính kèm chứng minh điều đó!!!",0,2,0,0,0,0,0,0,0,0,0,0,0
"Bệnh viện được cải thiện rất nhiều. Đi khám cấp thẻ rất tiện lợi, bác sĩ  có tâm, điều dưỡng nhiệt tình. Cảm ơn đội ngũ y bác sĩ rất nhiều",0,1,0,0,0,0,1,0,0,1,0,0,0
"Có bàn thông tin, các bạn trẻ nhiệt tình.",0,0,0,0,0,0,1,0,0,0,0,0,0
nơi đào tạo bác sỹ thực hành tốt nhất,1,0,0,0,0,0,0,0,0,0,0,0,0
Dịch vụ tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
Con đến đây khám bệnh lại để biết tình hình sức khỏe của mình như thế nào chứ không phải là để tốn mấytrăm ngàn vào để khám kiểu như không khám ... khám xong con còn ko bt bản thân mình hiện tại ra sao .,0,0,0,0,0,0,0,0,0,2,0,0,0
Không tập trung vào khách,0,0,0,0,0,0,0,0,0,2,0,0,0
"Phục vụ tốt, tận tình chu đáo",0,0,0,0,0,0,0,1,0,0,0,1,0
"Đại Lý Ford mặt bằng rộng, đẹp, nhân viên rất chuyên nghiệp",0,0,0,0,1,0,0,0,0,0,0,0,0
"Dịch vụ tốt, Sale tư vấn nhiệt tình",0,0,0,0,0,0,0,1,0,0,0,0,0
Tư vấn nhiệt tình.tốt .chăm sóc khách hàng chu đáo.5 sao.,0,0,0,0,0,0,0,0,0,0,0,1,0
Bãi đậu xe hơi chật nhưng bảo vệ nhiệt tình hỗ trợ xe khách ra vào.,0,0,2,0,0,0,1,0,0,0,0,0,0
bà bác sĩ nội già già không hiểu làm bác sĩ kiểu gì.ăn học ở đâu.quá trình học dạy ra sao mà ăn nói với bệnh nhân tệ cực kì mong bộ y tế vào cuộc chấn chỉnh bác sĩ ngay.khám qua loa.thua bác sĩ ở daklak xa,0,0,0,0,0,0,2,0,0,0,0,0,0
Bác sĩ thì không nói gì. Bệnh viện thật sự là mê cung giam cầm. Đi qua mấy khu để khám mà muốn vô khoa cấp cứu. Phải nạp tiền vào thẻ mới khám dc nha. Khám còn dư thì làm giấy tờ xin tiền lại. Mà lúc nạp tiền tự dưng lớn tiếng bắt nạp 1tr trong khi tôi chắc chắn khám có 200k là cùng. Lạ thường! Lỡ người già họ không biết làm mấy cái công nghệ này rồi sao. Ai hướng dẫn. Phiền phức,0,0,0,0,0,1,0,0,0,0,0,2,0
Phục vụ chuyên nghiejp,0,0,0,0,0,0,0,1,0,0,0,0,0
Bênh viên có nhiều kẻ móc túi quá đi. Bv nên bảo vệ hình ảnh của bv .không để kẻ móc tui nhơ nhơ đươc,0,2,0,0,0,0,0,0,0,0,0,0,0
"Quá tải, bệnh nhân chờ đợi mỗi mòm.Hic",0,0,0,0,0,0,0,0,0,2,0,0,0
Nhân viên cskh qua điện thoại không chu đáo. Khách hàng chưa nhận được sự giải thích rõ ràng thì đã cúp máy.,0,0,0,0,0,0,2,0,0,0,0,0,0
Dịch vụ tốt.,0,0,0,0,0,0,0,1,0,0,0,0,0
Tuyệt vời,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dịch vụ chăm sóc khách hàng rất tốt! Tôi rất hài lòng, tôi sẽ ủng hộ trong tương lai gần",0,0,0,0,0,0,0,1,0,0,0,0,0
"Bệnh nhân cực kỳ đông, nên chờ rất lâu. Bác sĩ khám kỹ, tư vấn nhiệt tình.",0,0,0,0,1,0,1,0,0,2,0,0,0
Phục vụ tốt nhiệt tình và vui ve công nghệ kỹ thuật tốt,0,0,0,0,0,0,0,1,0,0,0,1,0
"Khu vực khám bệnh không có trật tự nào hết, đã là khám bệnh còn chen chúc nhau như đi chợ . Bs khám quá sơ sài",0,2,0,0,2,0,0,0,0,0,0,0,0
"Bác sĩ pk nội khoa tổng quát bs Nam rất tận tâm trong cv, thương bệnh nhân nữa, và có một số bs lớn tuổi rất dễ chịu, thấy cầm tờ giấy kiếm phòng khám, bs tự dừng lại nói mình đưa giấy bác xem rồi bác hướng dẫ rất có kĩ...do rất đông người mà nhiều người k chịu để ý vô giấy hẹn, cứ đi hỏi nên các bs mới hơi khó chịu...chứ nếu ai cũng có ý thức để ý vô giấy hẹn và xếp hàng ngay ngắn không lộn xộn thì bs đâu có khó chịu đâu...",0,0,0,0,0,0,1,0,0,0,0,0,0
Chu đáo nhiệt tình,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tuy cơ sở vật chất không đủ để quẩy rap Việt nhưng tập thể y bác sĩ, nhân viên, tạp vụ, bảo vệ...đều nhiệt tình, dễ thương dễ gần. Sau một số ngày trải nghiệm nằm viện tại Khoa Chấn thương chỉnh hình, mình thấy mọi người tuy có đau, có buồn nhưng luôn vui vẻ, hoà đồng cùng nhau. Thương.",0,0,0,0,0,0,1,0,0,0,0,0,0
"dịch vụ tốt, tư vấn nhiệt tình, xưởng rộng, chất lượng phục vụ tốt hơn đại ký khác. 5 sao tình cảm !",0,0,0,0,0,0,0,0,0,1,0,0,0
"Bệnh viện vô cùng tồi tệ, tệ nhất trong những bệnh viện trước giờ từng đi khám. Tệ từ dịch vụ đến con người. Nhân viên hách dịch, làm việc k có tâm, trễ nãi, nội soi đại tràng lấy số từ sáng sớm nhịn ăn đến 3h mới đc nội noi. Chết đói và chết vì loét dạ dày trc khi khám đc bệnh. Nhân viên thì ăn nói hách dịch. Tồi tệ!",0,2,0,0,0,0,2,0,0,0,0,0,0
Nếu bạn đang muốn tậu xe thì nên đến Ford Bình Triệu HCM. Nhân viên ở đây tư vấn nhiệt tình lắm. Mọi giấy tờ thủ tục làm rất nhanh gọn.  Bàn giao xe cũng chuyên nghiệp và chu đáo nữa.,0,0,0,0,0,0,1,0,0,0,0,0,0
"bệnh viện gì mà xe hơi chở người nhà vô khám bệnh không có thời gian cho người đi khám bệnh xuống xe, đa số là bệnh nặng mới khỏi nên đi đứng rất chậm chạp mà hối đi nhanh vì các xe khác chờ vô. khu vực xung quanh ngoài bệnh viện cũng chẳng có chỗ dừng xe để người đi khám bệnh xuống xe, lúc nào cũng đông đúc. nên cho vài xe dừng một lúc trong sân bệnh viện để khỏi hối thúc hoặc vào cổng này nhưng ra cổng nào đó xa xa để tạo một hàng xe dừng lại được để xe ở ngoài khỏi hối thúc xe ở trong.",0,2,0,0,0,0,0,0,0,0,0,0,0
"Các cô nhân viên nhiệt tinh xuất sắc, tiếc là tôi quên chup hình",0,0,0,0,1,0,1,0,0,0,0,0,0
Có nhiều nỗ lực phục vụ khám chữa bệnh chất lượng cao nhất,0,0,0,0,0,0,0,1,0,0,0,0,0
Làm ăn lề mề 🙂 …,0,0,0,0,0,0,0,0,0,2,0,0,0
"Một số chia sẻ dựa trên quan điểm cá nhân
Bệnh viện chợ rẫy là 1 bệnh viện lớn nên số lượng bệnh viện đến khám khá đông. Khâu bóc số nói chung là đảm bảo so với 1 bệnh viện lớn nhưng các khâu chờ đợi khám chữa bệnh rất tệ. Do sử dụng hệ thống thẻ thông minh để thanh toán nên rất nhiều người lớn đi khám không hiểu rõ chen lấn làm ùng tắc rất nhiều ở tất cả các khâu, hành lang bệnh cũng nhỏ nên k đáp ứng hết, dễ xảy ra móc túi, nếu nói thật có Covid quay lại đây là 1 điểm khá tốt để phát tán bệnh trong cộng đồng. Phía bệnh viện có hướng dẫn nhưng thưa thớt không ăn thua.Cá nhân mình thấy các bệnh viện khác chế độ khám tốt hơn rất nhiều nên mọi người nên suy nghĩ kỹ trước khi quyết định đi khám tại đây, bởi chen lấn rất mệt mỏi, đi khám có bệnh là chắc xỉu luôn. Mình đi 1 lần và nản lần sau sẽ chọn bệnh viện khác, nếu thật cần thì ráng khám ở đây vậy.",0,0,0,0,0,0,0,2,0,1,0,0,0
"bệnh viện rất đông, chắc là do bệnh viện tuyến trên",0,2,0,0,0,0,0,0,0,0,0,0,0
"Bệnh viện lớn khám bệnh chờ từ khâu bốc số tới lúc lấy thuốc mà 6 tiếng đồng hồ, giành nhau chen chúc hồ sơ lộn xộn",0,2,0,0,0,0,0,0,0,0,0,0,0
Giá thành rất tốt. nhân viên tư vấn nhiệt tình. chúc ford Bình Triệu ngày càng phát triển hơn nữa,0,0,0,0,0,0,1,0,1,0,0,0,0
y tá đứng trước quầy phòng cấp cứu chữi khách,0,0,0,0,0,0,2,0,0,0,0,0,0
"Dịch vụ của ford bình triệu rất tốt. Giao xe chuẩn, hỗ trợ đăng ký xe, nhân viên nhiệt tình, uy tín, xe cũng rất đẹp và chất lượng.",0,0,0,0,0,0,1,0,0,0,0,0,0
"Mua xe ở ford bình triệu cực yên tâm vì xe ở đây rất chất lượng, dịch vụ tốt, nhân viên nhiệt tình, uy tín. Sẽ ủng hộ dài.",0,0,0,0,0,0,1,1,0,0,0,0,0
"Không cho đậu xe mặc dù có bãi xe, bảo vệ nói chuyện bất lịch sự",0,0,0,0,0,0,2,0,0,0,0,0,0
Bệnh viện lớn đợi rất lâu...,0,2,0,0,0,0,0,0,0,0,0,0,0
Bảo vệ với mấy bà điều phối mất dạy. Nạt nộ người nhà bệnh nhân,0,0,0,0,0,0,2,0,0,0,0,0,0
Nhân viên rất nhiệt tình,0,0,0,0,0,0,1,0,0,0,0,0,0
Bác sĩ và y tá nhiệt tình,0,0,0,0,0,0,1,0,0,0,0,0,0
"Khám nội tổng quát ở phòng chuyên gia cách đây hai ngày được bác sỹ Nguyễn Hữu Bảo Hoài thăm khám rất chu đáo nhiệt tình, lương y như từ mẫu. Cảm ơn bác sỹ rất nhiều.",0,0,0,0,0,0,1,0,0,0,0,0,0
"Khám dịch vụ được ưu tiên khám trước, bác sĩ nói đi xét nghiệm máu chờ 3h lấy kết quả, bó tay.",0,0,0,0,0,2,0,0,0,0,0,0,0
Bác sĩ ở đây rất giỏi và tuyệt vời luôn chu đáo nhiệt tình hết mình chữa trị  cho bệnh nhân .,0,0,0,0,1,1,1,0,0,0,0,0,0
Hộ lý nhân viên bảo vệ củ lờ,0,0,0,0,0,2,0,0,0,0,0,0,0
Dịch vụ tốt,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bệnh viện chuyên về chấn thương sọ não nhứt toàn Miền Nam
Nên mở rộng gấp 2,3 lần mới có thể đủ sức chứa cho bệnh nhân",0,1,0,0,0,0,0,0,0,0,0,0,0
"Bs rất tốt nhưng có một số hộ lý ko phải chủ chốt của bệnh viện mà ngang tàng hóng hách, chắc mấy con này ở nhà bố láo, hổn hào vs ông bà cha mẹ nó quen rồi hay sao, người bệnh là người già cao tuổi mà nó đối xử thua bạn nó thứ này ko có đạo đức sao làm được thiên sứ (tôi chỉ nói 1 số người, chứ có bé kia dễ thương lắm ko nói hết tất cả) mong bộ y tế ktra sàn lọc lại mấy đứa vô đạo đức như vậy y tế Việt Nam mới phát triển tốt được",0,0,0,0,0,1,2,0,0,0,0,0,0
Nhân viên luôn thái độ với khách hàng,0,0,0,0,0,0,2,0,0,0,0,0,0
Nhiệt tình,0,0,0,0,0,0,0,0,0,1,0,0,0
Bệnh viện chợ rẫy rất OK,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bác sĩ rất giỏi và rất có tâm, luôn tìm phương pháp điều trị ít tốn kém nhất cho bệnh nhân",0,0,0,0,1,0,1,0,0,0,0,0,0
Chuyên Nghiệp,0,0,0,0,0,0,0,0,0,1,0,0,0
"Từ bảo vệ, lao công, nhân viên hách dịch. Bệnh viện thì tốt thiệt, có bác sĩ giỏi. Phục vụ tệ",0,0,0,0,2,0,2,0,0,0,0,0,0
"Đi khám tốn 1 triệu tiền khám mà tới số thứ tự thì 2 phòng đùn đẩy qua lại. Gọi lên 19009095 thì giải quyết qua loa. Đến lúc vô khám thì bs nói đợi bệnh nhân nảy giờ. Ôi cao cả quá ông bác sĩ ạ. BS như CC. Y tế VN đúng là quá tệ các bạn ạ. Khám Dv mà còn vậy, khám BHYT chắc phải năn nỉ nó khám quá. Quá mệt mõi.",0,0,0,0,0,2,0,0,0,0,0,0,0
"Khám chữa bệnh tốt nhưng mà rất rất đông. Đông không thể tưởng nổi. Kiếm phòng can thiệp tim mạch quá khó. Nhiều nv hướng dẫn nhưng nói chuyện lướt lướt cuối cùng là vẫn đi đủ nửa vòng bệnh viện.

Pk can thiệp tim mạch ở lầu 1, phòng 16 17",0,0,0,0,0,0,0,0,0,2,0,0,0
"Riêng khoa Chấn Thương Chỉnh Hình, tôi đi khám bệnh lúc 7h sáng, tới số của tôi thì bảo ra chờ gọi tên và không nói gì thêm trong khi những người đến sau tôi thì luôn được khám trước. Đến 9h tôi thắc mắc tới hỏi thì cứ bảo tôi đợi gọi tên. Trong khi phải quẹt thẻ khám bệnh. 9/9/2020 nhân viên y tá mọi ngưoif để ý hộ. Khám Thu phí thì niềm nở, khám bảo hiểm mặt nhăn như chó. Khốn nạn",0,0,0,0,0,0,0,0,0,0,0,2,0
Thái độ và cách làm việc của nhân viên cần phải cải thiện nhiều.,0,0,0,0,0,2,0,0,0,2,0,0,0
Bệnh viện to quá hơi khó khăn cho việc tìm kiếm + đi thăm nuôi đúng mùa covid nên khó khăn.,0,0,2,0,0,0,0,0,0,0,0,0,0
Tuyệt vời,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nơi hội tụ những bác sĩ giỏi nhất, hàng đầu của Y Tế Việt Nam !!!Bệnh nhân rất yên tâm khi được điều trị tại đây...",0,0,0,0,1,0,0,0,0,0,0,0,0
tạm ổn,0,0,0,0,0,0,0,0,0,1,0,0,0
Bệnh viện lớn nhất nước,0,0,1,0,0,0,0,0,0,0,0,0,0
"Vừa hiện đại do cập nhật phương thức thanh toán mới, vừa hại điện vì thêm quy trình-phức tạp, không có bảng chỉ dẫn chi tiết, thủ tục lâu, rườm rà. Hệ thống báo số để trưng bày - bóc số cho vui, còn ai nhanh chân mặt dày hô to lao lên trước là được ưu tiên.",0,0,0,0,0,0,0,0,0,2,0,0,0
"Bệnh viện chữa khá nhiều ca bệnh nặng , trình độ y bác sĩ khá tốt. Nhưng bà con thường không am hiểu nên cứ bệnh là vào chợ rẫy là ko đúng vì ai cũng tập trung vào đây từ nhẹ tới nặng là ùn tắc chậm chạm rất nhiều những người rất mệt nhưng vẫn phải bắt số nằm hành lang đợi khám cho đến chết luôn cũng ko được cấp cứu. trước khi khám bệnh thì phải xem bệnh minh như thế nào đê chọn đúng bệnh viện . vào đúng bệnh viện chuyên về bệnh mà mình mắc phải.",0,0,0,0,1,0,0,0,0,0,0,0,0
Rất thích chỗ này,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bác sĩ tư vấn cục xúc, không tôn trọng bệnh nhân...",0,0,0,0,0,0,2,0,0,0,0,0,0
"Rộng rãi, lịch sự, thoáng mát, nhiệt tình trong công việc.",0,0,0,0,0,0,0,0,0,0,1,1,0
"Từ lao công đến bs nó chuyện k 1 chút lịch sự.chỉ biết nạt nộ người nhà 1 cách vô văn hóa(nhất là ông lao công mập khoa tim).người ta vô trị bệnh bằng tiền chứ đâu phải vô xin đtri 0 đồng.bv cần coi lại thái độ các lao công,bs,đd nhé",0,0,0,0,0,0,2,0,0,0,0,0,0
