"domain","title","category"
"restaurant","HỦ TIẾU MỰC PHÚ QUÝ","Quán ăn nhỏ"
"restaurant","Quán Cơm Ngô Gia","Nhà hàng cơm"
"restaurant","Quán Chay Hằng Thiện","Nhà hàng cho người ăn chay"
"restaurant","Quán Tuyền","Nhà hàng điểm tâm"
"restaurant","Quán Phở Chị Mập","Nhà hàng"
"restaurant","Bún bò Huế đông tác","Quán ăn nhỏ"
"restaurant","Quán Ăn - Góc Phố","Nhà hàng"
"restaurant","Hệ Thống Bò City Dĩ An","Nhà hàng"
"restaurant","Quán Ăn Sáng "" Cô Hà ""","Nhà hàng chuyên phục vụ bữa sáng"
"restaurant","Quán Cơm Hoàn Ngọc","Nhà hàng cơm"
"restaurant","Tiệm ăn Chuyện Bún Mì Bò","Quán ăn nhỏ"
"restaurant","Lẩu Bò Hà Lan","Nhà hàng món lẩu"
"restaurant","Lẩu Đuôi Bò Phát Tài 2","Nhà hàng"
"restaurant","Hai Yen Restaurant","Nhà hàng Châu Phi"
"restaurant","Há Cảo - Ăn Vặt Cô Dung Dĩ An","Quán ăn nhỏ"
"restaurant","MÌ HOÀNH THÁNH LÂM GIA QUAN","Quán ăn nhỏ"
"restaurant","Quán Ăn Ngọc An","Nhà hàng"
"restaurant","Quán Ăn Cây Khế","Nhà hàng"
"restaurant","Lẩu chay Sinh Viên cơ sở 2","Nhà hàng cho người ăn chay"
"restaurant","Quán ốc 3 LÁ","Quán ăn nhỏ"
"restaurant","Quán Ăn Năm Sánh","Nhà hàng"
"restaurant","Quán vịt Thành Ngọc","Nhà hàng"
"restaurant","Quán Phở - Bún Bò (Nấu củi)","Quán ăn nhỏ"
"restaurant","BÁNH XÈO TÔM NHẢY BA THI","Nhà hàng"
"restaurant","Quán Bún Mắm Miền Tây Linh Xuân","Quán mì"
"restaurant","Quán Bún sườn bò 678","Quán ăn nhỏ"
"restaurant","Quán Ăn Gia Đình Linh Xuân Thôn","Nhà hàng"
"restaurant","Cá Gỗ Quán","Nhà hàng"
"restaurant","Cơm tấm Duy","Quán ăn nhỏ"
"restaurant","Quán Đồng Quê 397","Quán ăn nhẹ"
"restaurant","Quán ăn 3 Lộc","Nhà hàng chuyên phục vụ bữa sáng"
"restaurant","Ăn Vặt Hoài Thương","Nhà hàng"
"restaurant","Quán chay Tâm Đức Phát (Lẩu chay - Bún chay - Cơm tấm)","Nhà hàng cho người ăn chay"
"restaurant","Hủ tiếu 10k - Bình Cát Tiên","Quán ăn nhỏ"
"restaurant","Ship Đồ Ăn Thủ Đức Dĩ An","Nhà hàng"
"restaurant","Nhà hàng Công Xi | Phố bia Công Xi | Đặt tiệc Dĩ An | Nhà hàng Dĩ An | Nhà hàng phòng Vip Dĩ An","Quán bia sân vườn"
"restaurant","Quán phở Cô Hai","Quán ăn nhỏ"
"restaurant","LẨU THÁI SUMILK QUÁN","Quán ăn nhỏ"
"restaurant","Dê Núi Thảo Nguyên","Nhà hàng"
"restaurant","Bún Bò Bà Ba Đông Hòa Dĩ An","Quán ăn nhỏ"
"restaurant","Quán ăn Trung Tiến","Quán ăn nhỏ"
"restaurant","Quán Ốc Tí Nị","Nhà hàng"
"university","Trường Cao đẳng Kinh tế Hải Phòng","Trường đại học"
"university","Trường Đại học Hải Phòng","Đại học công lập"
"university","Đại học Quản lý và Công nghệ Hải Phòng","Trường đại học"
"university","Trường Đại Học Y Dược Hải Phòng","Trường y"
"university","Trường Đại học Hàng hải Việt Nam - Khu B","Trường đại học"
"university","Trường Cao đẳng VMU","Trường đại học"
"university","Trường Cao Đẳng Hàng Hải I","Trường cao đẳng cộng đồng"
"university","Duy Phương","Trường đại học"
"university","Trường Cao Đẳng Công Nghiệp Hải Phòng","Trường cao đẳng cộng đồng"
"university","Học Viện Quân Y","Trường đại học"
"university","VIỆN MÔI TRƯỜNG - ĐH HÀNG HẢI VN","Trường đại học"
"university","Nhà A Trường Đại Học Y Dược Hải Phòng","Trường đại học"
"university","Trường Cao đẳng Y tế Hải Phòng","Trường y"
"university","Hán ngữ Khai Tâm","Trung tâm giáo dục"
"university","Trường Đại học Hàng hải Việt Nam","Trường đại học"
"university","Trường cao đẳng Du lịch Hải Phòng","Tổ chức giáo dục"
"university","Trường Cao Đẳng Hàng Hải cơ sở 2","Trường cao đẳng cộng đồng"
"university","Trường cao đẳng Bách Nghệ Hải Phòng","Trường đại học"
"university","Trường Đại Học Y Hà Nội","Trường y"
"university","Khoa CNTT Trường Đại học Hàng hải Việt Nam","Khoa học thuật"
"university","Nhà A8","Trường đại học"
"university","Trung tâm Thông tin -Thư viện, Trường Đại học Hải Phòng","Trường đại học"
"university","Cổng trước Trường Đại Học Y Dược Hải Phòng","Trường đại học"
"university","Sân chạy Trường đại học Y Dược Hải Phòng","Trường đại học"
"university","Trường THCS Dương Quan","Trường THCS"
"university","Trường Đại học Công nghiệp Hà Nội","Trường đại học"
"university","Trường THCS Tân Dương","Trường THCS"
"university","Trường Cao Đẳng Công nghệ và Du lịch Bắc Nam","Trường cao đẳng cộng đồng"
"university","Nhà C1 Trường Đại Học Hàng Hải Việt Nam","Khoa học thuật"
"university","Trường Công Nhân Kỹ Thuật - Nhà Máy Đóng Tàu Bạch Đằng","Trường kỹ thuật"
"university","CAO ĐẲNG DUYÊN HẢI (CAO ĐẲNG KINH TẾ KỸ THUẬT CÔNG NGHIỆP)","Trường cao đẳng cộng đồng"
"university","Trung Tâm Anh Ngữ Quốc Tế","Trường đại học"
"university","Nhà B Trường Đại Học Y Dược Hải Phòng","Trường đại học"
"university","Biên IELTS","Trường đại học"
"university","Trường Cao Đẳng Nghề Lao Động - Xã Hội Hải Phòng","Trường đại học"
"university","Trung tâm Đào tạo Bồi dưỡng cán bộ - Trường Đại học Hải Phòng","Khoa học thuật"
"university","Trường Tiểu học Tân Dương","Trường tiểu học"
"university","Trung tâm Ứng dụng và Phát triển Công nghệ thông tin - CITAD","Trường đại học"
"university","Trường THPT Lương Thế Vinh","Trường trung học phổ thông"
"university","Khoa Kinh Tế - Trường đại học Hàng Hải Việt Nam","Khoa học thuật"
"university","Trường Cao đẳng Công nghệ, Kinh tế và Thủy sản","Trường cao đẳng cộng đồng"
"university","Trường THCS Lâm Động","Trường THCS"
"university","Nhà C , Đại học y dược Hải Phòng","Trường đại học"
"university","Trường Cao Đẳng Cộng Đồng Hải Phòng","Trường cao đẳng cộng đồng"
"university","Trường THCS Hùng Vương","Trường THCS"
"university","Câu Lạc Bộ Võ Thuật - Đại Học Y Dược Hải Phòng","Trường đại học"
"university","Trường THPT Hồng Bàng","Trường trung học phổ thông"
"university","Trường THCS Ngô Gia Tự","Trường THCS"
"university","Toán 7","Trường THCS"
"university","Trường Đại Học Sư Phạm Hà Nội","Trường đại học"
"university","Nhà C Trường Đại Học Y Dược Hải Phòng","Trường đại học"
"university","Trường THCS Trần Văn Ơn","Trường THCS"
"university","Trường Cao đẳng Công nghệ Viettronics","Trường cao đẳng cộng đồng"
"university","Trường THCS Hồng Bàng","Trường THCS"
"university","Trường THCS Lê Ích Mộc","Trường THCS"
"university","Trường THCS Kiền Bái","Trường THCS"
"university","Trường Tiểu Học Quán Toan","Trường tiểu học"
"university","Trung Tâm BDKT Hoa Phượng HP","Trường THCS"
"university","Trường Cao đẳng FPT Polytechnic","Trường bách khoa"
"university","Trường Đại học Thủ đô Hà Nội","Trường đại học"
"university","Trường Đại học Tổng hợp Hà Nội","Đại học công lập"
"university","Trường Tiểu học Nguyễn Huệ","Trường tiểu học"
"university","Trường Tiểu Học Nguyễn Du","Trường tiểu học"
"university","Trường Tiểu Học An Lư ( Khu B )","Trường tiểu học"
"university","Đại Học Bách Khoa Hà Nội","Đại học công lập"
"university","Chilling Space","Trường nghệ thuật"
"university","Trường Tiểu Học Thiên Hương - Khu B","Trường tiểu học"
"university","Khoa Đóng tàu / Faculty of Shipbuilding","Khoa học thuật"
"university","Tiểu học Thủy Đường","Trường tiểu học"
"university","Trường Trung Học Cơ Sở Quán Toan","Trường THCS"
"university","Trường THCS Võ Thị Sáu","Trường THCS"
"university","Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội","Đại học kỹ thuật"
"university","Trường tiểu học Đại Bản 1","Trường tiểu học"
"university","Trường tiểu học Ngô Gia Tự","Trường tiểu học"
"university","Trường Đại Học Mở Hà Nội","Trường đại học"
"university","Trường Trung Cấp Bách Khoa Hải Phòng","Trường bách khoa"
"university","Trường Đại học Sư Phạm Kỹ Thuật Hưng Yên","Trường đại học"
"university","Trường THCS Vinschool Imperia Hải Phòng(TNV )","Trường THCS"
"university","New Dev","Trường đại học"
"university","Trường Cao Đẳng Y Hà Nội","Trường đại học"
"university","Trường Đại học Công nghiệp Quảng Ninh","Trường đại học"
"university","Trường Đại học Văn hóa Hà Nội","Trường đại học"
"university","Trường Đại Học Ngoại Thương-Cơ Sở Quảng Ninh","Đại học công lập"
"university","Trường Cao đẳng Kinh tế - Kỹ thuật Bắc Bộ","Trường kỹ thuật"
"university","Cổng sau ĐH Y HP","Trường đại học"
"university","Trường Đại học Sư Phạm Kỹ Thuật Hưng Yên cơ sở Hải Dương","Trường đại học"
"university","Trường TCĐ Phật Học Hải Phòng","Trường đại học"
"university","Trường Đại Học Hạ Long","Trường đại học"
"university","Khu tự học","Trường đại học"
"university","Nhà A4","Trường đại học"
"university","Trường Đại Học Hải Dương","Trường đại học"
"university","Trung tâm dạy tiếng Trung Quốc thầy Nghĩa","Đại học tư thục"
"university","Dự Án Đầu tư Xây Dựng Trường Trung Cấp Cao Đẳng Phật Học","Trường đại học"
"university","Trường Cao đẳng Kinh tế Kỹ thuật Công nghiệp","Trường cao đẳng nghề"
"university","Trường Đại học Hà Nội","Trường đại học"
"university","Trường cao đẳng kinh tế và Công nghệ thực phẩm- cơ sở 2.","Trường đại học"
"university","Trường THCS Hoàng Động","Trường THCS"
"university","Trường Cao đẳng Công nghệ số và Quản trị xanh Việt Nam (VTG College)","Trường cao đẳng cộng đồng"
"university","Trường THCS Lạc Viên","Trường THCS"
"university","Trường Cao Đẳng Duyên Hải","Trường ngoại ngữ"
"university","Viện Đào Tạo & Phát Triên Công Nghệ (IED)","Trường đại học"
"university","THCS Thủy Đường","Trường THCS"
"university","Trung tâm ngoại ngữ Quốc Tế Ocean Edu Thủy Nguyên","Trường dạy tiếng Anh"
"university","Trường Đại học Sư phạm Hà Nội 2 - Chi nhánh 2","Trường đại học"
"university","Trường Đại học Thủ đô Hà Nội","Đại học công lập"
"university","Trung tâm tiếng trung Huy Tường","Trung tâm giáo dục"
"university","BCD Center - Trung Tâm Ngoại Ngữ Thuỷ Nguyên","Trung tâm giáo dục"
"university","Du Học, Việc Làm Hàn Quốc","Trung tâm giáo dục"
"university","VG | DU HỌC LAO ĐỘNG HÀN QUỐC THỦY NGUYÊN","Trung tâm giáo dục"
"university","Gcademy Học Viện Thiết Kế Đồ Họa","Trường nghệ thuật"
"university","Học viện sáng tạo công nghệ TEKY - Hải Phòng","Trung tâm giáo dục"
"university","Công ty TNHH Giáo dục và Đào tạo Proteacher Army","Trung tâm giáo dục"
"university","Học Viện LEA","Trường dạy tiếng Anh"
"university","Trung tâm Đào tạo - Chỉ đạo tuyến","Trung tâm giáo dục"
"university","Học viện công nghệ CNET","Trường đào tạo máy tính"
"university","Ngoại Ngữ 68 - Cô Loan","Trung tâm giáo dục"
"university","PHAM. EDUCO","Trung tâm đào tạo"
"university","ALPHA Academy - Học viện học tập cá nhân hóa","Trung tâm giáo dục"
"university","Học Viện Tóc Đại Nguyễn","Cơ sở tôn giáo"
"university","Học viện đào tạo Nail-Mi JOHNNY NAM KIỆT","Trường dạy nghề"
"university","Học Viện Đào Tạo Pha Chế Shinlee - Hải Phòng","Trung tâm giáo dục"
"university","Trang Vi Education & Visa Du Học Định Cư","Trung tâm giáo dục"
"university","Học viện iT.vn cơ sở Hải Phòng","Trường đào tạo máy tính"
"university","Học viện Golf24H","Trung tâm đào tạo"
"university","Học viện Bờ Sông","Trung tâm giáo dục"
"university","Trung Tâm Tiếng Hàn - Du Học Hàn Quốc Hải Phòng Emmanuel Cơ Sở 4 Núi Đèo Thuỷ Nguyên","Trung tâm trường học"
"university","Trung tâm ngoại ngữ Panda Chinese","Trường ngoại ngữ"
"university","Trung tâm Anh Ngữ Candy cơ sở Vin Thượng Lý","Tổ chức giáo dục"
"university","Tiếng Trung Tri Tâm","Trường dạy tiếng Trung Quốc"
"university","Trung Tâm Ngoại Ngữ - Tin Học Việt Mỹ","Trường dạy tiếng Anh"
"university","Học Viện MYA Nail Hải Phòng","Trung tâm đào tạo"
"university","Học viện thẩm mỹ Doctor Kiệm Academy 92 Miếu Hai Xã","Trung tâm giáo dục"
"university","Học viện King Sejong Hải Phòng","Trường ngoại ngữ"
"university","Học Viện Đào Tạo Pha Chế PEPPER","Trung tâm đào tạo"
"university","Trung Tâm Tin Học PA","Trung tâm đào tạo"
"university","Học Viện Anh Ngữ Quốc Tế Tuệ Chính","Trường dạy tiếng Anh"
"university","LOGIN Lê Chân","Trung tâm giáo dục"
"university","Tiếng Trung Toàn Diện","Trường ngoại ngữ"
"university","TT NGOẠI NGỮ SCET HẠ LÝ HẢI PHÒNG","Trường dạy tiếng Anh"
"university","PhonicsPlay English Center - TRUNG TÂM TIẾNG ANH HÀNG ĐẦU TẠI AN DƯƠNG HẢI PHÒNG","Trường dạy tiếng Anh"
"university","Candy English - Trung Tâm Anh Ngữ Trẻ Em (cơ sở Vin Imperia)","Trường dạy tiếng Anh"
"university","Trung Tâm Anh Ngữ MES-Luyện IELTS Hải Phòng","Trung tâm trường học"
"university","Hàn ngữ Noah - Trung tâm Du học Hải Phòng","Trung tâm giáo dục"
"university","IELTS Mentor Hải Phòng","Trung tâm giáo dục"
"university","Trung Tâm Luyện Thi Ielts - Res Trần Phú","Trường dạy tiếng Anh"
"university","Trung tâm ngoại ngữ Quốc Tế Ocean Edu Kiến An","Trường dạy tiếng Anh"
"university","Anh ngữ & Du học AS Education","Tổ chức giáo dục"
"university","Trung tâm học Tiếng Trung, Tiếng Đức, Tiếng Hàn Hải Phòng AMANDA","Trường ngoại ngữ"
"university","Văn Phòng Đại Diện Học Viện Next Step Academy","Trung tâm đào tạo"
"university","Du Học Việt Âu","Trường đại học"
"university","Trung Tâm Anh Ngữ Candy - Thuỷ Nguyên","Trường dạy tiếng Anh"
"university","Hàn ngữ Seoul","Trung tâm đào tạo"
"university","Trung tâm Anh ngữ APEC","Trường dạy tiếng Anh"
"university","AMES ENGLISH Điện Biên Phủ","Trường dạy tiếng Anh"
"university","Trung tâm Anh ngữ Candy","Trường dạy tiếng Anh"
"university","Trường Tiểu học & THCS Việt - Anh","Trường học tư nhân"
"university","Học viện nông nghiệp Việt Nam","Trường đại học"
"university","AMES ENGLISH Thuy Nguyen Hai Phong","Trường dạy tiếng Anh"
"university","Học Viện Ngân Hàng","Trường đại học"
"university","MIA EDUCATION ACADEMY","Trung tâm giáo dục"
"university","J.Grace Academy ( Cơ sở 1)","Trung tâm giáo dục"
"university","Trung Tâm Ngoại Ngữ Đăng Lâm Academy","Trường ngoại ngữ"
"university","Luna Academy","Trường ngoại ngữ"
"university","Sanna Academy","Trung tâm giáo dục"
"university","UNICO - Maritime Academy","Trung tâm đào tạo"
"university","PEA ACADEMY trung tâm ngoại ngữ","Trung tâm giáo dục"
"university","Dustin Academy Haiphong","Trung tâm đào tạo"
"university","J.Grace Academy ( Cơ sở 3)","Trung tâm giáo dục"
"university","Coco English Academy Hải Phòng","Trường dạy tiếng Anh"
"university","LERA ACADEMY","Trung tâm giáo dục"
"university","Ylang Academy","Trường dạy tiếng Anh"
"university","Enspire Academy Lê Hồng Phong","Trung tâm giáo dục"
"university","Trung tâm ngoại ngữ T.E.D ACADEMY","Trường ngoại ngữ"
"university","Gehenna academy","Trung tâm giáo dục"
"university","Tiếng Anh Cô Thu - Academy Stars","Trường dạy tiếng Anh"
"university","Trung tâm ngoại ngữ NA ACADEMY","Trung tâm giáo dục"
"university","Trường cao đẳng nghề số 20/QK3 - Trụ sở chính","Trường cao đẳng nghề"
"university","Trường Cao đẳng nghề Bắc Nam","Trường dạy nghề"
"university","Trường Trung Cấp Nghề Kỹ Thuật Xi Măng","Trường kỹ thuật"
"university","Trường Cao Đẳng FPT Polytechnic - Hải Phòng","Trường cao đẳng nghề"
"university","Giảng đường B cao đẳng hàng hải hải phòng","Trường cao đẳng nghề"
"university","Trường Cao đẳng Công nghệ Bách khoa Hà Nội - Cơ Sở Hải Phòng","Tổ chức giáo dục"
"university","Trường Cao Đẳng Công Nghệ Kinh Tế Và Thủy Sản","Trường bách khoa"
"university","Trường Cao Đẳng Nghề Bắc Nam Trường Chinh","Trường dạy nghề"
"university","Trường Cao Đẳng Nghề Thủy Sản Miền Bắc","Trường kỹ thuật"
"university","Cao đẳng hằng hải","Trường cấp ba"
"university","Trường Cao Đẳng Cộng Đồng","Trường đại học"
"university","Trung tâm ĐT&SHLX số 1 - Trường Cao đẳng nghề số 20","Trường kỹ thuật"
"university","Trường Cao đẳng Kỹ thuật Hải Phòng","Trường cao đẳng nghề"
"university","Phòng tuyển sinh Trường cao đẳng FPT Polytechnic","Trung tâm giáo dục"
"university","Trường cao đẳng bách khoa hà nội","Trường bách khoa"
"university","Trường Cao đẳng Kinh tế Hải Phòng- Cơ sở 2","Trường đại học"
"university","Trường Cao đẳng Than - Khoáng sản Việt nam","Trường kỹ thuật"
"university","Trường Cao Đẳng Kinh Tế Công Nghệ Hà Nội Nội","Trường đại học"
"university","Phòng Tuyển Sinh - Trường Cao Đẳng Công Nghệ Viettronics","Trường đại học"
"university","Trường Cao đẳng Công nghiệp và Xây dựng","Trường kỹ thuật"
"university","Trường Cao đẳng Kinh tế và Công nghệ thực phẩm","Tổ chức giáo dục"
"university","Phòng Tuyển Sinh Cao đẳng Bách Nghệ","Trường học tư nhân"
"university","Trường Cao Đẳng Công Thương Việt Nam","Trường cao đẳng cộng đồng"
"university","Trường Cao đẳng nghề Bách Khoa Hà Nội","Trường cao đẳng nghề"
"university","Trường Cao đẳng Kỹ thuật - Công nghệ Bách Khoa (CTECH)","Trung tâm giáo dục"
"university","Trường Cao đẳng Hà Nội (HNC)","Trường cao đẳng/đại học sư phạm"
"university","Trường cao đẳng nghề xây dựng","Trường kỹ thuật"
"university","Trường Cao đẳng Cộng đồng Hà Nội","Trường cao đẳng cộng đồng"
"university","Trường Cao Đẳng Kỹ Thuật - Mỹ Nghệ VN","Trường kỹ thuật"
"university","Trường Cao đẳng nghề Long Biên","Trường dạy nghề"
"university","Trường Cao đẳng Bách khoa Hưng Yên","Trường đại học"
"university","Trường Cao đẳng Y Dược và Kinh tế Công nghệ","Trường y"
"university","Trường Cao đẳng Y khoa Hà Nội","Trường y"
"university","Cao Đẳng Netc","Tổ chức giáo dục"
"university","Trường Cao đẳng kỹ thuật công nghiệp Bắc Giang","Trường cao đẳng nghề"
"university","Trường Cao đẳng nghề Kinh tê Kỹ thuật Tô Hiệu Hưng Yên","Trường đại học"
"university","Trường Cao đẳng Truyền hình","Trường cao đẳng/đại học chính phủ"
"university","Trường Cao Đẳng Cơ Điện Và Thủy Lợi","Trường dạy nghề"
"university","Cao Đẳng Kinh tế Kỹ thuật Trung Ương","Trường đại học"
"university","Trường Cao đẳng Y tế Bạch Mai","Trường y"
"university","Trường Cao đẳng Công nghiệp Hưng Yên","Trường dạy nghề"
"university","Trường Cao đẳng Cơ điện và Công nghệ thực phẩm Hà Nội","Tổ chức giáo dục"
"university","Trường Cao Đẳng Công Nghệ Bách Khoa Hà Nội Cở Sở Thanh Trì","Trường đại học"
"university","Trường Cao Đẳng Cơ Điện Hà Nội, Cơ sở 2","Trường cao đẳng cộng đồng"
"university","Trường Cao Đẳng Nghề Cơ Điện ...","Tổ chức giáo dục"
"university","Trường Cao Đẳng Cơ điện Hà Nội (Cơ sở 6)","Trường đại học"
"university","Trường cao đẳng ctech","Trường đại học"
"university","Trường Cao đẳng Kinh tế Kỹ thuật và Công nghệ","Trường đại học"
"university","Trường Cao đẳng Cơ điện Hà Nội (Cơ sở 7)","Trường cao đẳng nghề"
"university","Trường Cao đẳng Công nghiệp Bắc Ninh - BCi","Trường dạy nghề"
"university","Trường Cao Đẳng Nghề Số 17","Trường dạy nghề"
"university","Trường Cao Đẳng Y Hà Nội","Tổ chức giáo dục"
"university","Trường Cao đẳng nghề Công nghệ Việt - Hàn Bắc Giang","Trường cao đẳng nghề"
"university","Trường Cao Đẳng Thống Kê","Trường cao đẳng cộng đồng"
"university","Trường Cao Đẳng Nghề Vinashin","Trường dạy nghề"
"university","Trường Cao Đẳng Công Thương Hà Nội (Cơ sở Đại Áng)","Trường cao đẳng nghề"
"university","Cao đẳng Kỹ thuật - Mỹ nghệ VN","Trường kỹ thuật"
"university","Trường Cao đẳng Y tế và Thiết bị Việt Đức","Trường dạy nghề"
"university","Trường Cao Đẳng Đường Sắt","Trường đại học"
"university","Trường Cao đẳng Công nghệ cao Hà Nội (Cơ sở 2 Vũ Hữu)","Trường bách khoa"
"university","Trường trung cấp nghề An Dương","Trường dạy nghề"
"university","Trường Cao Đẳng Nghề Hải Dương","Trường cao đẳng nghề"
"university","Trường Cao đẳng Nông lâm Đông Bắc","Trường cao đẳng cộng đồng"
"university","Trường cao đẳng sư phạm hải dương","Trường cao đẳng/đại học sư phạm"
"university","Trường cao đẳng nông lâm Đông Bắc (cơ sở 2)","Trường đại học"
"university","Sân trường Cao đẳng TKV","Trung tâm giáo dục"
"university","Trường Cao đẳng Du lịch và Công Thương","Trường cao đẳng nghề"
"university","Trường Cao đẳng Cơ giới Xây dựng","Trường cao đẳng cộng đồng"
"university","Trường Cao đẳng Công Thương Hà Nội","Trường cao đẳng cộng đồng"
"university","Trường Cao đẳng nghề Công nghiệp Hà Nội","Tổ chức giáo dục"
"university","Trường Cao Đẳng Y Dược Hà Nội","Trường y"
"university","Trường Cao đẳng Kinh tế - Kỹ thuật Thương mại","Trường đại học"
"university","Trường Cao đẳng Cộng Đồng Hưng Yên","Trường đại học"
"university","Trường Cao Đẳng Y Dược Tuệ Tĩnh Hà Nội","Trường y"
"university","Trường Cao Đẳng Nghề Simco Sông Đà","Trường dạy nghề"
"university","Trường Cao đẳng Y tế Hà Nội","Trường y"
"university","Trường Cao Đẳng Y Tế Hưng Yên","Trường đại học"
"university","Trường Cao Đẳng Y Tế Hà Đông","Trường y"
"university","Trường Cao Đẳng Kỹ Thuật Nghiệp Vụ Hà Nội","Trường cao đẳng/đại học chính phủ"
"university","Trường Cao Đẳng Dược Hà Nội","Trường y"
"university","TRƯỜNG CAO ĐẲNG NGOẠI NGỮ VÀ CÔNG NGHỆ VIỆT NAM","Trường cao đẳng cộng đồng"
"university","Trường Cao Đẳng Kinh Tế Công Nghiệp Hà Nội","Trường kỹ thuật"
"university","Trường Cao Đẳng Xây dựng Số 1","Trường đại học"
"university","Maritime College No1","Tổ chức giáo dục"
"university","Trung Tâm Havina","Trung tâm giáo dục"
"university","Khu gửi xe","Trường đại học"
"university","Trường Tiểu Học Nguyễn Tri Phương","Trường tiểu học"
"university","Trường Cao Đẳng Cộng Đồng Hà Tây","Trường cao đẳng cộng đồng"
"university","Trường Cao đẳng Vĩnh Phúc","Trường cao đẳng/đại học sư phạm"
"university","Cao đẳng Y tế Thái Bình - Thaibinh Medical College","Trường đại học"
"university","Trường Cao đẳng Thái Nguyên","Đại học công lập"
"university","Trường Cao đẳng Giao thông vận tải Trung ương I","Trường đại học"
"university","Trường Cao đẳng Hàng hải và Đường thủy I (Cơ sở: Phường Nam Đồng)","Trường công lập"
"university","Trường Cao đẳng Sư phạm Thái Bình","Trường đại học"
"university","Trường Cao đẳng Kỹ thuật - Công nghệ Vĩnh Phúc","Trường cao đẳng/đại học chính phủ"
"university","Brighton College Vietnam","Trường liên cấp tiểu học và trung học"
"university","Trường Cao đẳng Y tế Hà Nam","Trường đại học"
"university","Pegasus International College (Trường cao đẳng Quốc tế Pegasus cơ sở Hà Nội)","Trường đại học"
"university","Trường Cao đẳng Thương mại và Du lịch Hà Nội","Trường cao đẳng cộng đồng"
"university","Trường Bồi dưỡng cán bộ Kinh tế - Tài chính","Trường cao đẳng/đại học chính phủ"
"university","Trường Cao đẳng Cơ điện Hà Nội (Cơ sở 4)","Trường đại học"
"university","Trường cao đẳng công nghệ Bắc Hà","Trường đại học"
"university","Trường Trung Cấp Cộng đồng Hà Nội","Trường dạy nghề"
"university","Trường Cao đẳng Công Nghệ Bách Khoa Hà Nội","Trường đại học"
"university","Trường Cao Đẳng Nghệ Thuật Hà Nội","Trường nghệ thuật"
"university","Trường Cao đẳng Công nghiệp Quốc phòng","Trường đại học"
"university","Trường Cao đẳng Sư phạm Nam Định","Trường đại học"
"university","Trường Cao đẳng Cơ điện và Xây Dựng Bắc Ninh","Trường đại học"
"university","Trường Cao đẳng Kinh tế Công nghệ Hà Nội","Trường cao đẳng cộng đồng"
"university","Trường Cao đẳng Công Nghiệp In","Trường đại học"
"university","Trường Cao Đẳng Đại Việt","Trường đại học"
"university","Cao Đẳng Nghề Mỏ Hồng Cẩm","Trường đại học"
"university","Trường Cao đẳng Cơ điện Xây dựng Việt Xô","Trường cao đẳng/đại học chính phủ"
"university","Trường Cao Đẳng Viglacera","Trường dạy nghề"
"university","Cao Đẳng Văn Lang","Tổ chức giáo dục"
"university","Trường Cao đẳng Sư phạm Trung ương","Trường đại học"
"university","Trường Trung Cấp Nghề Tổng Hợp Hà Nội","Trường dạy nghề"
"university","AP Education Group (AEG)","Trung tâm giáo dục"
"university","Trung Tâm Anh Ngữ SCES","Trường dạy tiếng Anh"
"university","Hanoi Connection - Cơ sở An Đồng, An Dương, Hải Phòng","Trường dạy tiếng Anh"
"university","PEC Building - Trung tâm Anh ngữ Quốc tế PEC CS 149 Tô Hiệu","Trung tâm giáo dục"
"university","Công ty TNHH TCS EDUCATION","Trung tâm trường học"
"university","Trường THPT Ngô Quyền","Trường cấp ba"
"university","Trung tâm ngoại ngữ Quốc Tế Ocean Edu An Dương","Trường dạy tiếng Anh"
"university","Trung Tâm","Trường dạy tiếng Anh"
"university","Tiếng Trung Kỳ Lân","Trường ngoại ngữ"
"university","MS TRANG IELTS HẢI PHÒNG","Trường dạy tiếng Anh"
"university","Trung tâm Anh Ngữ Quốc Tế PEC CS 41-45 Lạch Tray","Trường dạy tiếng Anh"
"university","Trung Tâm Du Học Hàn Quốc TGT Hải Phòng","Trường ngoại ngữ"
"university","IELTS Fighter - Ms Hoa Junior Trần Nguyên hãn","Trường dạy tiếng Anh"
"university","Trường THPT Thái Phiên","Trường cấp ba"
"university","Du học và nhân lực quốc tê HURECO","Trung tâm giáo dục"
"university","ESL tutor","Trường dạy tiếng Anh"
"university","Trường THCS Tân Tiến","Trường THCS"
"university","Trung tâm Anh ngữ Quốc tế GIGI","Trường ngoại ngữ"
"university","Trung Tâm Anh Ngữ Popodoo Hải Phòng","Trường dạy tiếng Anh"
"university","Trung Tâm Ngoại Ngữ Wecan Hải Phòng Chất Lượng Cao","Trường ngoại ngữ"
"university","Anh ngữ Newton Thủy Nguyên","Trường dạy tiếng Anh"
"university","Trung tâm Anh ngữ Newlife Hải Phòng","Trung tâm giáo dục"
"university","Apollo English Imperia","Trường dạy tiếng Anh"
"university","Trường THCS Nguyễn Văn Cừ","Trường THCS"
"university","HT luyện thi và tiếng anh học thuật ESA","Trường dạy tiếng Anh"
"university","Trung Tâm Ngoại Ngữ Việt Mỹ Global - Tiếng Anh - Hồng Bàng Hải Phòng","Trường dạy tiếng Anh"
"university","Trung Tâm Luyện Thi Ielts Tại Hải Phòng - GIABAO EDU","Trường dạy tiếng Anh"
"university","Du học Đông Phong","Trường ngoại ngữ"
